Disease,Text Pattern
anaphylaxis,I had a sudden wave of nausea and stomach cramps
anaphylaxis,My vision started blurring and i saw spots
anaphylaxis,I felt like my throat was tightening and closing off
anaphylaxis,I had a tingling sensation spreading across my body
anaphylaxis,I felt like i was choking and couldn't breathe
anaphylaxis,My whole body felt itchy and inflamed
anaphylaxis,I felt like i was burning up and sweating profusely
anaphylaxis,I had a sudden onset of extreme weakness and fatigue
anaphylaxis,I felt like i was going to pass out any second
anaphylaxis,My skin turned red and felt hot to the touch
anaphylaxis,I had a sharp pain in my chest and trouble breathing
anaphylaxis,I felt like i was drowning and gasping for air
anemia,"Doctor, i've been feeling unusually tired and weak lately"
anemia,"My skin looks paler than usual, and i can't seem to shake this fatigue"
anemia,"I've been getting dizzy spells, especially when i stand up quickly"
anemia,I feel out of breath even with minimal exertion
anemia,I've noticed my heart racing more than usual
anemia,"Doctor, i've been experiencing headaches that just won't go away"
anemia,My hands and feet feel cold all the time
anemia,I have trouble concentrating and feel mentally foggy
anemia,I've been feeling more irritable and moody than usual
anemia,"Doctor, i've been craving strange things like ice or dirt"
anemia,"I've been losing hair more than usual, and it's worrying me"
anemia,My nails are brittle and break easily
anemia,I feel lightheaded and like i might faint at any moment
anemia,I've been having chest pain and palpitations
anemia,"Doctor, i've been struggling with insomnia and restless nights"
anemia,I've been experiencing muscle weakness and cramps
anemia,"I feel constantly cold, no matter how many layers i wear"
anemia,I've been having ringing in my ears and feeling lightheaded
anemia,"My appetite has decreased, and i've lost weight unintentionally"
anemia,I feel nauseous and have no desire to eat
anemia,"Doctor, my menstrual cycles have become irregular and lighter"
anemia,I've been short of breath even when at rest
anemia,I've been experiencing numbness and tingling in my hands and feet
anemia,"I feel dizzy and disoriented, especially when i stand up"
anemia,I've been feeling more anxious and on edge than usual
anemia,I've been having trouble falling asleep and staying asleep
anemia,"Doctor, i've been feeling more fatigued despite getting enough rest"
anemia,I've been experiencing chest pain and shortness of breath
anemia,I feel like my heart is pounding out of my chest
anemia,I've been having trouble concentrating and focusing on tasks
anemia,I feel weaker and more tired than i've ever felt before
anemia,"Doctor, i've been getting frequent headaches and feeling lightheaded"
anemia,My skin looks pale and feels cold to the touch
anemia,I've been having trouble regulating my body temperature
anemia,"I feel dizzy and faint, especially when i stand up quickly"
anemia,I've been experiencing heart palpitations and chest discomfort
anemia,"Doctor, i've been feeling more fatigued than usual, no matter how much i rest"
anemia,I've been getting short of breath with minimal physical activity
anemia,I feel like i can't catch my breath and my heart is racing
anemia,I've been having trouble with memory and concentration
anemia,I feel constantly exhausted and have no energy
anemia,I've been experiencing muscle weakness and pain
anemia,"I feel cold all the time, even when others are warm"
anemia,I've been having trouble sleeping and staying asleep
anemia,"Doctor, i've been feeling dizzy and lightheaded frequently"
anemia,I've been experiencing chest pain and heart palpitations
anemia,"I feel fatigued and weak, no matter how much i rest"
anemia,I've been getting headaches and feeling mentally foggy
anemia,I feel breathless and fatigued with minimal exertion
anemia,I've been noticing more hair loss and brittle nails lately
appendicitis,"Doctor, my lower right abdomen hurts a lot, and i feel nauseous"
appendicitis,I have a sharp pain that started near my belly button and moved to my side
appendicitis,I can't ignore this constant dull ache in my stomach
appendicitis,"My stomach feels bloated, and the pain gets worse when i move"
appendicitis,"I have a fever, and the pain is unbearable when i cough or sneeze"
appendicitis,The pain started as cramps but has become more intense
appendicitis,"I have no appetite, and the pain is persistent and throbbing"
appendicitis,"The pain is sharp and stabbing, especially when i walk"
appendicitis,"I feel like something is twisting inside me, along with the pain"
appendicitis,"I thought it was just indigestion, but the pain hasn't gone away"
appendicitis,"The pain woke me up in the middle of the night, and i can't sleep"
appendicitis,"I have sharp pains that come and go, but they're getting worse"
appendicitis,"My stomach is tender to the touch, and the pain is getting sharper"
appendicitis,"I have a constant ache, and pressing on my abdomen makes it worse"
appendicitis,"The pain radiates to my back, and i feel really unwell"
appendicitis,"I feel a constant throbbing pain, and i'm getting more fatigued"
appendicitis,"The pain is sharp and localized, and i can't find relief"
appendicitis,I feel a dull pressure in my abdomen that won't go away
appendicitis,"I have waves of intense cramping, and it's hard to stand up straight"
appendicitis,The pain is worse when i try to take deep breaths
appendicitis,"I have a fever, and the pain is getting more intense by the hour"
appendicitis,"I feel a deep ache that won't go away, even with painkillers"
appendicitis,"The pain is sharp and constant, and i'm feeling lightheaded"
appendicitis,"The pain is unbearable, and i'm feeling nauseated all the time"
appendicitis,"I have a dull ache that turns sharp suddenly, like a knife"
appendicitis,"The pain is getting worse, and i feel a constant pressure in my belly"
appendicitis,I feel a burning sensation along with the pain in my abdomen
appendicitis,"The pain is excruciating, especially when i try to stand up"
appendicitis,"The pain is radiating to my groin, and i feel very uncomfortable"
appendicitis,"I have a sharp, stabbing pain that won't go away"
appendicitis,"The pain is making me sweat, and i have no appetite"
appendicitis,"I feel like my stomach is in knots, and the pain is unbearable"
appendicitis,"The pain is worse with movement, and i can't find a comfortable position"
appendicitis,"I have sharp pains that come in waves, and they're getting stronger"
appendicitis,"The pain is constant, and i feel a throbbing sensation"
appendicitis,I feel a deep ache that's spreading to my lower back
appendicitis,"The pain is sharp and severe, and i'm feeling really sick"
appendicitis,The pain started as a twinge but has escalated quickly
appendicitis,I feel a constant pressure in my abdomen that's getting worse
appendicitis,"The pain is sharp and localized, and i can't ignore it"
appendicitis,I have a dull ache that's turning into sharp cramps
appendicitis,"The pain is radiating to my side, and i feel very weak"
appendicitis,I feel a constant throbbing pain that's hard to ignore
appendicitis,"The pain is sharp and stabbing, and i'm feeling dizzy"
appendicitis,"The pain is unbearable, especially when i move"
appendicitis,"I have a fever, and the pain is getting more intense"
appendicitis,I feel a deep ache that's making me really uncomfortable
appendicitis,"The pain is excruciating, and i can't find relief"
appendicitis,"The pain is radiating to my back, and i'm feeling unwell"
appendicitis,"I have sharp, stabbing pains that won't go away"
arthritis,"My muscles have been feeling really weak, and my neck has been extremely tight. I've been experiencing a lot of stiffness when I walk about and my joints have been swollen. Walking has also been really uncomfortable."
arthritis,I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and I've been having a lot of stiffness when I move around. It's also been really painful to walk.
arthritis,"My muscles have been quite weak, and my neck has been really stiff. My joints have swollen and I've been experiencing a lot of stiffness when I move around. Walking has also been excruciatingly uncomfortable."
arthritis,I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and it's been hard to move around. Walking has been really painful.
arthritis,"My muscles have been really weak, and my neck has been extremely stiff. My joints have swollen, making it difficult to move about. Walking has been excruciatingly uncomfortable."
